marketing,ventas
39335,354206
42037,374769
41941,388529
24950,232887
26999,251433
45896,417196
15561,147525
29487,266953
15496,144798
31058,275925
1246,16272
30436,273378
40561,367207
4025,41442
2044,22988
35903,335140
47932,432377
7929,76077
47092,441128
21678,199044
41139,366564
20768,190538
5661,57020
35546,328443
16280,152272
22868,211740
15300,142482
19151,174266
35760,325453
49724,462280
37334,338553
984,14092
14476,136071
2248,25198
5424,54031
40422,374236
7528,72653
41453,380197
36880,336108
47710,421798
13037,121635
30217,277891
23828,217968
7582,74557
17731,163789
20428,186255
11504,108685
13997,131867
48637,434065
19398,182808
39625,348888
36601,331328
47926,432152
25598,233711
14874,140834
7291,71579
5992,59327
15519,144693
27121,243440
2113,24065
28979,259025
46857,425844
29785,273719
39676,378582
49299,437010
28061,258366
25568,233927
47525,437322
48483,440181
18362,170635
45192,407146
19559,184606
11607,105397
31420,284971
19489,178479
23474,217189
14347,132029
16514,156684
39686,368090
18534,174328
17421,164491
45223,396869
34120,316384
39227,354565
29366,272968
22918,214945
31944,301382
1174,15551
4304,43159
36224,327328
25780,236990
7415,71228
23255,214650
25282,230093
28563,258180
29111,268317
34043,309160
21810,204349
39432,360780
15802,144892
22395,209407
34312,306026
48866,432286
36779,335155
26399,240486
28646,266095
6883,67963
27167,251073
20815,192135
37918,350352
33011,298914
4158,43070
15957,147710
6018,59883
22675,212428
13359,125161
46349,413334
12740,123719
35529,331848
33332,308451
12268,113489
5188,51021
11973,110726
38662,342290
42977,390429
16421,152417
11893,114288
34978,321478
14231,135162
16941,152438
13950,128709
24938,225953
12161,113889
6775,66810
42048,378609
49343,445286
17792,167987
46534,418456
15172,147068
44682,411339
6156,62225
12125,115635
29940,277517
24557,222081
4229,42166
13105,123657
17419,161703
44711,410882
33531,303940
44707,406211
8830,84500
6807,66779
10612,102757
35937,330134
11438,107251
32339,300102
19119,175863
41987,390952
18232,169207
7705,73569
40694,367599
4174,43164
45193,413576
2444,27224
46021,412640
9575,90967
39186,351168
43176,392853
40552,366352
31146,292891
28118,262351
10556,99409
3897,40508
43374,402360
24836,228716
32899,305619
35651,329684
27064,246857
42806,397480
23089,211816
49023,448368
43670,401253
26707,248853
42826,396774
27719,251698
49312,457242
43065,400560
32104,293364
11347,107042
8600,81061
43875,387787
43789,397217
1109,15035
12541,119819
46759,431425
16557,152955
13036,123087
27603,252621
23198,213262
26295,241817
34549,321886
26238,237137
12030,110858
16276,148692
8540,78316
46719,422551
45222,419692
4987,51367
45709,422387
28291,260350
46492,416161
36004,329029
3483,36079
45781,424481
29032,261343
17785,167713
11566,109696
36777,337336
10858,101500
20640,193090
46104,418459
34337,309457
3931,39861
4181,42133
8264,78110
45348,409128
18423,167061
1235,16052
7899,75563
14005,129957
17903,161471
26334,245705
21907,201335
17066,155276
8130,78586
19368,183396
28896,264707
37505,341852
2014,23435
44027,394079
47672,431145
15680,148805
48799,448070
8548,79971
44946,406977
44339,406982
19840,188397
16726,156291
11989,115458
49274,458456
31372,295063
6805,66367
8974,86346
7641,73690
28694,258512
2610,28695
21187,193394
2426,26913
19591,184948
46742,426864
17566,163322
5917,57393
2513,27392
48194,431026
28244,250920
29770,270810
28289,261013
20541,190573
47557,431476
4709,47947
22082,204626
917,13323
43458,392481
18905,174098
7171,69402
27369,258448
5723,56042
33572,310015
16710,158110
10875,105161
4803,49262
13104,121963
20956,192876
44150,408124
14378,133375
17475,164904
33267,305678
12607,122333
12799,118858
26461,239303
44057,412594
35203,317554
43296,397203
33311,297774
27063,246647
41207,388220
44598,399649
10170,99819
6759,66042
18268,171988
44757,414660
10116,95056
7357,72289
39242,347488
42012,379989
38507,353294
1058,14506
31724,292784
35552,321529
8891,83008
29036,273427
11889,109911
32549,293592
29332,266896
29463,266379
29958,279276
11958,109603
48278,455018
14547,135213
45488,412296
12102,113373
12835,121856
16976,162712
17500,164217
6756,66580
48898,439976
1460,18324
36872,334105
36524,337069
20831,191538
30960,285388
16394,149868
7396,71189
49774,460180
27886,267574
2505,27310
46571,425950
27288,248915
4557,46377
2667,29594
47317,422270
30347,285084
26467,246311
15562,145744
1203,15566
37385,329658
44319,406488
30349,276578
47045,428210
9652,92265
14573,136911
23631,216655
12449,114910
20350,188379
27371,260685
41498,379745
21356,199565
39799,373127
45094,398508
11881,111120
38534,350382
10207,96616
48497,431797
46659,420700
18570,173652
48673,425852
42773,394902
48696,448412
40448,369908
29708,276772
48639,433110
6909,67249
3674,38277
21651,204832
42921,396147
16768,158639
12026,110662
17179,161329
12687,119465
29017,266025
15353,143137
24306,227488
22870,211425
21074,195431
9011,84437
36593,332324
1357,17250
17199,157874
5730,58046
40442,371717
23247,215232
11257,106929
12324,112961
23727,221270
36532,331685
821,12430
42737,387270
7896,75426
25100,233998
19131,177073
41893,384829
3533,37487
37653,335834
44269,399223
4688,48193
34123,312533
25319,235869
24898,230105
9967,95187
28318,263559
12928,120116
20665,190167
21415,199909
15935,145899
17710,164587
10717,98412
8947,86573
16140,149503
45268,414717
41195,375059
29047,265401
4443,45052
12395,119716
22914,211272
20545,191053
9930,94495
5629,56030
7482,72052
12279,114361
8587,81383
23959,220518
46327,432042
16551,153574
21560,194936
46303,413398
18318,167781
3351,34996
10905,104745
48736,436366
36620,325613
35025,314186
4058,41801
39200,356768
38801,351485
24429,229456
25903,229484
20888,192158
29469,262606
3254,33906
47426,430709
17644,164718
2084,23775
42839,390354
2027,23706
20606,179744
46391,424489
29515,265447
36562,319895
3993,41405
5087,50761
30595,283066
8868,83611
5673,58108
44602,404287
30511,280508
28714,261950
2248,25010
22964,207556
4078,42272
14417,135726
14474,135226
8787,82100
29069,261325
18975,174869
17144,159406
23128,215435
49449,459641
1798,20881
12136,113307
48240,441957
42577,386903
33257,306443
45646,413691
37119,330655
24399,225351
6355,61892
17783,160747
43119,394386
19288,174373
46501,436391
37136,336924
3441,35300
22216,212087
33436,307197
11151,104731
35896,321937
16823,159589
14420,132281
38109,347520
19085,174943
44065,398576
10874,103337
31823,288284
45602,414539
5968,59665
33072,302544
29421,270975
27820,247827
36836,339598
2731,29588
2201,24736
11349,107265
4964,50155
45859,409892
27945,257596
33717,306583
24782,232551
20072,185362
30879,279759
31451,290648
35382,337104
20022,188924
32083,291897
41318,381910
25149,237062
15625,143807
12182,114798
1853,21678
3228,33871
26616,238942
5139,50939
20181,186748
49945,454660
37811,345077
21171,196764
8003,79282
26996,254418
21808,202089
40820,364154
5095,50698
2556,28024
28695,266760
18552,166098
10961,105387
49769,446067
27653,252126
35850,322052
5029,50497
29648,269986
44940,411240
11606,111399
22819,211423
39181,351178
30408,284247
830,12463
35509,314106
7613,73139
7285,68552
37122,342387
31025,283598
11690,111245
10370,99723
20395,184602
30532,279584
22437,208275
33501,308118
11155,106397
48497,438259
21797,205423
21206,195193
26042,240987
9895,91932
6856,68574
11115,105502
44467,406257
24751,225216
13846,128942
17335,163070
32980,302920
43418,395584
837,12538
18412,167718
46512,418041
5556,54136
13511,125026
38551,359959
44744,406587
2739,30035
46259,416767
49154,442693
3077,32928
25248,229464
42693,388984
44237,402195
16710,152855
16437,154605
46545,435606
47692,441469
12199,116700
18403,168722
46393,415267
6415,62719
9750,89861
2108,24040
6500,63680
41459,368413
39011,353444
9764,92227
6177,59241
22624,211744
47976,439755
14688,136141
23314,217734
15880,144408
32789,297606
1179,15611
24515,230277
20083,179292
5340,53425
15153,143129
22601,204495
47389,424677
34693,309714
38797,351560
12675,118184
17328,157954
14176,129478
18152,172837
43695,402556
34348,316508
8983,86747
16250,149637
809,12403
25234,230018
20127,190540
21718,205053
7460,73100
45014,419277
25711,241939
8652,83537
37609,343940
30592,271625
37511,350683
4836,48042
25306,227429
38083,340602
45150,409885
12740,118782
44430,394012
3904,39594
34467,307526
21431,198353
27387,254227
7330,68507
14195,136898
26920,246690
32389,305708
32546,305597
14692,139111
49690,451195
30566,279231
34972,311149
13648,128440
10246,95344
18059,169849
19901,184409
39795,353982
46677,429580
45449,411716
38161,355799
12395,115387
23802,220897
19818,183485
22735,209343
9613,92349
20616,186686
36404,337764
41479,380420
30345,282230
31372,287780
11890,111136
9491,92631
39179,359743
13915,126364
2711,29372
1673,19916
9823,93934
42652,394908
24037,221776
48005,437276
11323,105395
20177,181843
37606,346904
1378,17246
41694,384401
13492,123772
11546,108818
8486,81176
42219,389909
29715,276411
32898,300893
19804,182572
21718,202837
10454,99736
7183,70679
3385,34822
9737,94361
7600,72703
7179,69200
15383,146086
49003,435106
35623,319070
37034,332856
32882,307036
45947,410606
46281,421045
31941,294111
23789,222602
28628,259642
37642,339589
43127,394691
39263,368724
33458,302320
4561,47302
38829,365929
24970,232762
23485,217421
11157,105135
13579,125372
22654,209460
11481,109211
18682,171268
6801,66907
46123,415814
37343,332391
766,11929
13924,133386
22269,206314
46532,423907
26938,243854
41265,378657
47848,438810
11702,111948
18930,170976
2774,30226
22987,211862
27060,246837
41116,377650
40485,366448
10875,104781
20620,191011
8118,79412
49905,446043
43669,411433
38362,356223
48867,453622
20572,193376
46782,421515
40879,368378
5460,54870
8897,86839
19556,181308
47139,431563
40910,371751
21936,206139
20279,189368
31670,297670
23472,217140
44022,402705
21416,198499
10577,100597
39527,354180
46076,409377
41409,382645
49519,447949
1212,16105
3363,34292
16647,155569
27136,248192
31663,292357
7587,72611
39398,365363
47009,443035
3891,40198
11948,112721
3672,38394
5952,59235
25328,232520
4962,50030
17310,164506
43575,396308
32807,305275
14048,132966
31112,281339
20890,190674
45996,422310
41915,387201
33676,309924
12358,115958
21755,203746
7992,75499
49904,449740
21093,192880
1243,16175
31965,292727
44226,396830
42279,394209
1190,15420
25064,231102
19366,178314
24991,233864
15097,139613
36325,327938
23018,207441
33015,297621
43310,390616
34330,312203
9701,90085
45394,425136
6009,58523
7550,70977
22508,207635
10913,102150
7333,68965
29007,274159
27191,249066
24726,237237
43838,412433
19136,176624
24144,218481
17946,169329
10834,101467
37544,333259
12742,117418
32033,285159
31014,277893
29375,262963
41911,378090
31309,297773
3743,39435
3446,36102
33664,309929
38150,354773
45653,409464
7163,68697
49524,450744
11185,107362
34582,303522
3067,32148
43369,393494
10372,99379
46572,420985
47635,432867
36120,338347
23692,218984
43012,384438
43798,400864
25638,231402
25390,237336
22689,213013
11682,111431
42304,376391
1439,18205
33303,305714
10586,100086
47234,432985
38023,341681
28207,262238
5432,53244
25169,228377
29076,266669
10021,97568
10924,103247
30106,278362
8558,79717
47003,428380
7473,72626
1157,15120
46037,433854
6328,62141
15889,151162
6788,64283
4445,44853
25569,233413
30231,276801
42631,382486
1596,19182
13629,130742
8178,78546
16281,149955
13064,119179
5441,54062
34525,316980
26088,234971
31473,285820
37160,339644
36606,335927
21053,189227
28068,254660
13273,122793
47530,441390
13008,122267
37424,348802
17963,164925
39346,357808
24831,225603
23269,209729
2822,30358
31986,292877
30248,273274
5803,56946
10617,101280
47456,434885
20630,196080
539,9741
5323,51335
8058,75606
49966,463439
24604,230140
42392,389490
40930,379488
24725,226040
852,12569
32187,301050
34740,312270
46711,425537
41444,385734
7090,69446
41704,379244
10971,101616
7858,76796
26061,247590
39144,354746
32001,287424
1659,20404
4370,45346
9401,89430
34556,318660
44414,412217
46364,412311
22875,216270
46160,421897
18653,174920
33237,309266
11675,113902
23548,212516
7812,77099
34246,313951
36047,328394
11459,110424
4178,42033
38732,349968
41508,384546
20568,187045
17650,162510
47598,431774
42537,396023
22039,207584
16609,152852
40762,376861
19054,171109
15963,153770
17758,159862
19207,179237
44003,405490
18140,168979
31359,281870
24419,222487
18831,177008
1076,14790
20843,190245
49539,458000
17462,161973
48935,447679
33721,312392
2780,30225
2347,25708
8134,80296
12817,123503
42149,389959
749,11729
11757,113718
2913,31072
20220,187089
29357,277221
9369,88123
35536,325769
39717,355058
45134,415724
31261,283291
17986,166620
41902,381473
25976,234901
8915,83601
2625,28188
36519,339254
44423,402754
49009,446156
21312,200887
14666,137198
15728,147126
19653,180836
6470,62666
45516,425609
11572,107392
47529,433217
32963,308109
20422,192230
38472,355372
12840,119966
13877,128297
48142,429159
9719,90960
30223,273641
23892,221620
6147,59543
7737,74914
45358,407295
20001,185415
24733,229275
41621,372193
24545,224916
8970,85855
7541,73103
45318,416300
27515,247497
34402,312852
3249,34015
1926,22731
22063,208669
40513,371910
46249,418034
13712,129883
3433,35237
11826,112795
2792,30520
32979,299148
5365,53435
20208,192566
18204,164596
9799,95310
15943,149506
18710,170694
11080,103841
16291,149601
35256,317147
19727,178596
45437,414215
19802,180326
25397,234417
37302,339756
9577,89706
20789,193448
3789,39235
23777,217835
16239,152371
28072,261081
8757,84148
17604,163325
1503,18416
38540,362075
35237,331017
33385,307986
46644,417249
32602,298202
880,12722
25701,237119
48743,447941
30633,281438
40674,368720
25413,231945
35046,323143
2448,26868
34108,312366
43895,394389
38533,356747
12093,116143
5886,58002
2888,30677
26950,253939
13015,119109
14841,138109
18048,165778
38340,354096
36367,334519
10882,101675
31853,292016
27669,248251
1198,15714
13230,126610
25332,229535
16967,159284
4222,42857
27170,248351
43157,396132
18495,169938
33259,308756
43085,400815
45014,410196
22693,208163
34214,306379
41598,387830
9813,93668
26566,247978
5176,52115
29034,262613
43884,389992
32412,296704
34549,314881
27543,260442
45274,406456
45520,411848
38284,348823
17180,160636
11020,105004
46535,421438
45307,417187
43168,388128
24609,221536
2441,27102
7384,70494
29760,266586
49099,447421
36908,339637
16928,159584
46219,418896
30211,280065
36613,338272
9068,88683
43666,396300
47532,438220
15742,146041
9077,88433
28672,261772
31833,286325
35706,314542
33545,312532
16709,151584
41992,381135
13177,123583
19596,182529
45441,402626
6943,67158
23737,215912
37007,333597
49550,445511
47703,437549
29979,270458
7188,69375
12436,115920
3472,36148
47379,422714
32042,295720
23418,218086
36306,329505
35768,320056
3375,36494
31028,293242
48389,447989
1157,15406
25727,240839
4069,41267
43587,389449
46019,426480
48009,441070
2349,26759
17484,160329
10982,102532
5252,53217
38371,350748
21135,194004
23614,215955
12838,122425
15428,143104
31175,283930
10209,98319
10718,101065
9269,87885
21644,196258
2102,23918
20273,188185
4477,45771
14602,139644
42021,376147
18707,171924
3487,36652
2962,32023
34788,316045
11365,109103
21248,193494
10995,103512
30181,283414
20574,186948
48353,438076
38204,346692
28137,258978
3895,38856
43443,396668
20360,184815
46196,426089
3078,32460
49047,446142
11069,105774
48279,438814
44391,400213
47489,439495
1033,14289
26867,246905
21841,203691
4614,46776
21938,199452
4415,45202
41273,379171
38511,355978
43177,387238
22443,205116
24210,223490
36680,343729
44687,409839
38950,350921
44143,390249
38336,343263
9035,85527
11243,108668
14035,132573
3865,39305
1172,15311
5500,55814
18646,174035
2950,31576
5386,52666
11731,107005
10167,95985
42108,399627
34558,313966
25908,243046
8812,85795
35043,330724
4513,45723
2767,29135
19308,179882
29850,274894
22477,212463
23434,217226
47699,432585
31793,287301
19792,181273
21220,194914
37459,338176
44846,414777
22348,200550
28823,268471
3780,38616
4176,41772
39101,356973
39383,367850
25515,235479
4394,44930
48201,441112
37134,344265
15065,138995
33613,312134
44979,411512
24919,225847
4071,41501
27552,253404
3197,33975
22839,213547
33739,302723
12217,118314
8761,82864
45376,416773
8013,78394
18148,165839
22708,207250
29533,264375
31820,296154
9478,89846
12263,114173
1582,19285
39351,367512
633,10740
10260,97527
33518,301790
48891,454102
30273,281630
5730,56925
16409,151852
47474,435962
46084,419059
30803,286099
32860,307175
5881,58682
31556,289739
44149,395448
25243,232659
19295,177722
45114,405731
6497,65809
6541,62912
19021,175050
15294,142385
15175,141299
37545,344444
25249,235077
40542,364040
12901,120724
17224,157261
35455,319362
15151,143029
22316,201186
38057,350482
37669,341151
1007,13921
41649,373983
17177,164737
4872,47626
31145,283732
18380,173209
2004,23111
26078,237864
46418,417387
23006,215077
18051,169630
7618,74133
6052,59656
24810,231997
30742,268674
43400,384494
12918,120982
34994,322559
41250,372733
24006,220546
40901,372273
29981,272848
43796,396687
1678,19713
42406,399729
38139,341946
20121,188412
27550,256900
49165,450756
5672,54910
13246,123337
45753,415628
4957,50137
30888,287480
34027,311228
25095,230340
41394,363054
24722,223906
23901,224013
42947,398302
6960,69194
49451,461286
28611,260084
23086,210593
49148,445468
2762,29624
5593,55488
28272,253758
37285,343721
26335,234412
1428,17966
11107,104468
39671,363764
28112,255150
38223,350147
28999,273651
9452,87409
4900,49469
44739,404498
31026,286488
1280,16579
36655,339634
45873,421485
11617,110311
35537,317534
22212,204532
46773,426080
42768,387663
13467,125949
9952,93386
19720,186294
45527,418389
9392,89203
40907,379430
30261,279624
39204,351882
7788,74803
22455,206840
30309,272478
18851,172331
26110,234730
10624,101358
30909,277044
37396,343245
7586,74710
642,10748
4749,47876
11546,109199
40982,374664
11979,113938
45598,419860
33182,307341
36082,335677
12847,122410
25786,237317
21100,197786
32630,298892
49111,449514
39959,362525
570,10194
44712,416905
33889,313440
23788,215238
38669,350366
6182,61513
5764,57638
34590,313069
2255,25365
48170,423053
21445,195019
28448,262805
47966,434253
11079,104144
25238,233232
46633,430101
37719,345337
27934,259765
6360,64330
43055,386714
41633,385485
870,12966
2098,24129
41417,369350
41884,391699
3847,38608
9621,91914
41940,376514
15217,142650
13203,122899
42152,383638
32157,294937
31867,295683
36548,335483
33673,311515
16926,161374
17164,158610
42540,384499
35577,327944
22872,209953
47384,429220
42424,405221
38618,353909
16692,155361
43098,397048
38974,360273
38106,349389
25072,227503
32518,299480
26044,237190
41244,390312
17364,161862
48146,442554
11143,105418
17881,165445
30207,284129
39298,360285
11145,108290
21562,198752
24089,222754
15731,145218
5500,55845
27275,249380
24778,232830
3554,37761
3494,35982
29960,270495
8860,82701
20691,193556
48453,448923
795,12387
12294,112236
28040,260470
17163,159064
19666,181700
41562,382566
1261,16434
20509,192372
40054,373500
18977,173013
47217,433638
28786,268031
15179,140075
49181,445575
5798,57156
24788,230038
16284,150834
3716,38079
13628,128689
2636,28486
25799,229935
17104,156313
3990,40829
49308,448824
21505,198610
20873,194909
10355,100042
3308,34311
46165,410960
32805,299905
43944,400740
44405,396917
8039,78220
44618,413732
8959,86529
12567,116140
45063,402368
37993,337385
35096,316868
737,11701
5073,51227
40126,367012
32205,293095
43926,399482
25078,240954
958,13414
36096,342783
24898,238682
1207,16214
870,12660
35321,323798
45974,421883
36521,335468
43019,393008
10595,99536
13934,132071
12843,120815
12455,116964
34923,317371
48251,441617
32311,302474
41006,369060
36113,338989
33509,311300
36416,332287
42521,384202
6630,65107
11907,108651
45997,415226
8801,83209
10285,97044
25177,231996
43937,392819
18756,170485
49621,452600
19701,178197
36816,343639
32373,301724
46436,438820
24591,232558
3573,37664
21803,202623
26624,245364
21653,198275
11024,102959
48242,442579
30258,282552
47112,415188
8932,81710
24750,229078
49615,444835
41929,382261
28139,255323
13366,125031
3903,40368
21857,207664
15390,144236
39309,363019
33857,307878
46549,431165
42316,388236
14572,137583
21153,198966
4927,49265
39506,362452
13712,125490
39020,364211
37354,348951
21261,193263
26461,245167
32755,303844
3906,39448
48211,431984
2469,26981
32356,290625
34275,316185
4588,45251
16670,155466
19197,176287
46895,438070
34041,314405
9893,95751
7032,67767
44078,396116
36180,334544
26220,238909
21003,191684
5555,55251
39763,364398
2179,24528
27313,243835
28351,261271
29740,275330
47892,458486
31868,291051
31185,283769
8621,84136
26862,247348
17777,166118
29207,268231
44656,413533
44378,405554
11391,106826
32357,298732
30156,276118
39936,356836
7240,70578
35857,326539
34464,308346
34047,311319
41317,374000
32199,298717
14092,131901
42414,390659
47282,415490
24214,219257
6086,58376
20040,181664
13982,130974
38807,354764
15634,145428
38221,351907
42791,389617
31918,292705
43345,401468
42965,384640
13495,124127
5597,53340
40013,373476
13729,130509
9571,87209
39178,355832
13010,120556
14638,139394
5652,55734
10045,94864
4724,46971
11212,107516
754,11676
26172,241770
21648,205208
25619,237413
21214,197917
12527,120433
31396,292314
44169,406776
39143,356828
19223,183610
48256,433118
41588,374669
3732,39310
20483,191170
32037,290943
35410,329453
20257,186141
47946,438020
23551,208734
22513,204541
23636,220299
15318,138039
34673,314780
39324,353269
1839,21778
47734,429959
11297,106557
49757,454584
23528,215596
23644,215382
24124,220159
23827,214635
7013,67286
42575,389643
8404,78579
9051,85313
17112,158594
15011,139796
1026,14238
22665,205368
42822,389036
11371,108599
7038,68883
49788,449699
27907,264347
45947,412964
42535,381594
19860,177662
37898,339982
32972,307259
38742,352393
45480,412417
25722,231628
18112,165004
49559,445593
36895,337272
23496,223983
4531,45470
39561,361060
33619,309258
13909,128443
47254,429330
1888,21850
33503,309426
46372,419190
2128,24057
46343,411334
42238,374494
34306,318203
25666,241816
1716,20155
6549,63577
42524,387076
628,10794
2994,32384
36682,336275
26732,254971
14797,138452
46255,422427
41021,370288
24362,220420
23379,211821
7750,73230
36909,343437
39480,369902
27758,252191
24612,225559
39431,370410
11583,107958
11049,106063
2649,28836
31384,287288
31099,285286
12538,119902
46837,420737
1841,21543
33582,306299
30646,275605
13649,126557
6066,58804
14478,133968
40625,375158
49299,443180
22222,207050
42647,405711
2557,27983
3796,38495
4234,43400
34160,313187
39817,360692
20915,191232
44776,408254
26822,244821
22533,213295
40993,373185
31434,294730
32886,301341
45834,422901
4817,47554
19392,179304
24237,225261
44774,395855
19127,169568
46107,409997
17300,161585
39589,367462
3328,34554
37503,341312
34729,312013
35867,332072
45264,409847
5435,54045
42454,386683
20771,190879
11701,111200
36701,330924
49253,455029
22239,205125
33794,307507
7859,76450
43943,398801
16100,150956
41468,384782
26545,247703
25736,244765
1319,17157
27749,250498
32623,302491
8616,81040
10992,101901
42915,390913
20776,186989
40009,379078
39757,357612
37658,350455
13124,119164
7949,75696
8046,77970
47504,428125
30096,278877
8320,82683
23003,209976
5257,52070
49362,443054
40038,362880
25634,231042
31079,277485
29939,276559
48334,441716
35149,319290
46519,419254
22425,202849
41901,386095
35675,326546
16851,156454
28479,269213
19725,181794
16938,158503
34042,316499
9392,88794
28383,265218
43845,400330
26471,246290
8765,83283
13202,125538
2576,28044
13150,129254
14984,134903
43571,399395
20712,188430
25601,236262
10216,98051
3731,37521
43287,400323
48393,445940
34882,315816
32330,294172
42520,392591
43623,405243
49767,457576
7157,69136
29945,273819
38448,353828
12178,111370
9415,86485
25420,235525
35462,324382
29919,284382
13336,123887
11322,108270
36676,331393
701,11270
22730,209212
4407,44320
49974,463708
43397,391058
7197,70728
42568,383795
31609,284797
11001,105433
9029,84442
28513,256166
18622,171043
49982,449277
49093,452589
23128,214742
21412,197758
22648,207908
8194,77878
13393,127825
17278,160801
3007,31857
24435,227142
43352,401613
15324,143828
7403,73522
24326,218968
19304,174718
18935,176011
1854,21455
16350,150753
12036,117406
19914,185305
40970,375840
25704,241877
7542,72093
5184,51588
29104,259493
32472,303597
32060,293633
39367,355748
43215,403247
33910,310890
9679,93471
23259,210550
27998,257083
20921,192497
22976,216808
43383,396240
39232,357671
25606,237166
39289,349770
34089,306866
30016,267322
7428,73312
5358,51993
29828,269651
47372,418235
23341,219800
13398,127373
25747,235207
13794,129855
726,11461
13415,126379
13985,128975
45393,415414
8775,81613
27065,251566
20542,190900
16617,154468
38907,358506
11353,107420
24316,225254
25324,230992
24242,227037
10863,102459
49024,449351
31068,281493
20185,180848
12319,114570
47276,429503
15020,140161
38160,353534
40026,359455
2409,26289
21932,206232
3819,38835
31124,285186
48800,448985
22968,210186
46666,426674
43714,389543
28787,256571
34042,314311
42161,388096
49716,460831
49462,456194
24371,225402
47365,451108
48388,459005
29587,266110
36442,330919
20689,194658
42367,386294
31785,293300
23022,213500
44634,418746
46958,426390
43991,401967
42718,397734
41433,383296
21623,202831
18190,171046
48639,433294
43442,392097
5270,51307
39476,363645
5538,55496
26597,242138
30651,284304
31968,290484
43587,397499
36303,348482
25173,233780
34170,317784
2714,29870
35955,331144
19854,181200
48973,453418
37004,337024
43051,393448
20755,192158
5592,55302
39671,361009
41484,377828
5908,59336
40459,374157
35641,324466
7160,69531
20023,188570
37494,339743
36719,347577
48479,450349
36839,347298
11487,110980
44419,404781
36298,341457
38501,356932
46119,416805
6361,62777
19568,179229
40665,366937
3120,33247
31231,288836
37086,327403
19408,176267
35139,320365
19529,182651
32462,297535
30728,277446
48626,433574
32327,289270
25282,236579
48882,440295
27820,261966
4163,43045
23435,217837
2993,31405
41303,383244
47169,440308
19707,182651
11746,109421
20425,190223
48120,430324
45463,413727
1470,17993
8013,76080
26882,244218
40968,365309
22542,210002
33041,303855
10803,102237
9685,91231
26566,249411
36326,337436
38436,351933
37813,354966
1137,15083
36460,340249
35027,323332
35333,318983
41347,373532
2553,28006
46202,414603
34123,314184
12954,122164
1969,22904
2476,27414
30243,270065
29595,268312
17603,165958
30551,280829
35211,320343
44777,397346
4985,49251
25412,234163
43270,397805
15516,144944
17533,163420
27297,248387
25938,232275
48255,438663
6549,63337
1973,22738
10019,96506
28309,260126
40768,370983
2664,28933
11358,106227
19889,184460
42107,375857
15598,144444
14237,133801
14575,135234
10619,101579
44704,405801
18943,175708
10434,97956
10232,95133
5163,52355
47017,435715
43641,395326
34993,319654
3845,39500
48233,438668
12017,113027
29164,271723
16130,150877
27678,257643
8642,81903
29864,273967
1659,19899
47257,426221
13729,129988
41239,374130
17880,167991
45767,413451
39352,360576
4906,49500
5878,57844
29170,265385
39222,363028
12622,116612
46817,434877
11348,108207
2013,22568
27347,254741
34420,309181
19707,175469
43460,399896
30553,283993
19505,180731
25609,242557
28863,269028
4340,44194
44913,411404
14412,130424
33900,314335
37980,345139
16796,151188
1059,14360
39866,369324
25605,235246
26844,249088
9457,89963
27850,248695
31739,282370
27068,248094
38135,354020
18278,165823
9497,88821
6954,67317
32668,299936
20383,189694
1174,15373
6708,64528
22816,205775
36072,328218
7342,70681
23042,206964
36294,331617
48936,428735
13798,126907
12848,116967
21257,192385
23002,212072
43362,401991
5974,59224
3757,39810
31770,299055
22985,213972
41102,376967
46241,427938
48280,426191
18862,173609
31015,285792
37138,332304
14183,133362
47265,446779
36350,337237
27231,254751
537,9641
19214,175981
12356,116707
6617,65068
24189,223760
30993,284340
691,11326
46519,416707
37523,334343
13871,130345
41711,379974
33494,303144
49746,454800
37748,357217
35423,317102
26713,251615
49903,454515
6185,61836
38571,352532
19755,182469
22861,206843
31746,288361
12755,117753
12160,118593
47063,426798
41311,379931
29492,264350
5411,54407
25580,229090
4110,43343
15862,147049
15348,147332
3773,39203
47293,429228
48058,438185
41156,379821
35915,319548
45823,402781
42781,393441
1592,19507
45720,402527
23800,223566
23378,216670
37067,337460
33672,312899
22228,198835
45495,422157
42701,387868
41220,372923
14350,131900
36262,331347
17146,160222
13274,125102
43529,401155
20850,195094
31260,291440
32222,285452
47227,424249
1351,17209
29158,274984
1453,17730
49945,455865
29015,268743
38967,356433
47254,433439
17898,165743
20914,190775
10906,102884
10407,96618
41629,380877
46268,418936
1698,19932
49002,444838
47718,436611
13676,130931
32107,293985
20872,187166
23564,215888
39015,342312
39430,357233
40523,370882
33787,314141
15250,144021
6793,66607
31548,287807
46237,405227
33648,315366
23291,215425
42028,382411
40972,374322
2573,27918
5021,50302
5784,58379
31947,287425
11804,110411
20471,193437
13279,125931
31455,286436
18505,172603
26655,245320
14730,138768
27993,259823
2214,24384
23798,222026
8072,77747
29131,264349
17393,159461
31175,276628
36331,333551
17360,160979
39184,365549
24527,223592
2248,25166
11951,113187
36486,323693
9638,91210
49711,446803
49646,449953
47495,438902
7659,74220
8307,80149
31986,303962
12963,121313
43819,404834
7498,71553
20624,190255
967,13455
7427,71239
4372,45189
602,10448
39370,366006
7040,68092
43709,392979
15080,141598
10460,97866
824,12315
11894,115914
8121,79094
34727,306059
6702,67686
40978,364988
17096,161889
9340,88388
13146,123283
43271,394596
20933,191003
35671,321022
28042,256009
47934,419218
14856,141055
35405,322232
17392,164458
19516,182164
25381,231995
35546,328159
